,hotel_name,price_week_before
613,JMartins Roma Suites,"€ 1,125"
614,Hotel Regno,"€ 1,911"
615,Guest House Sallustiano,€ 908
616,Generator Rome,"€ 1,049"
617,Hotel Mozart,"€ 1,964"
618,Torre Argentina Relais - Residenze di Charme,"€ 1,692"
619,Dreams Homes in Trastevere,"€ 1,128"
620,Piazza di Spagna Suite de Charme,"€ 1,398"
621,BQ House FORI IMPERIALI Luxury Rooms,"€ 3,278"
622,Villa Riari Garden,"€ 1,153"
623,Passepartout,"€ 2,067"
624,NH Collection Roma Giustiniano,"€ 2,452"
625,Vatican Relais Rome,"€ 1,481"
626,Margana Tower,"€ 2,497"
627,Suite Cardinale,"€ 1,444"
628,Rome As You Feel - Cancelleria Apartment in Navona,"€ 1,065"
629,Hotel Select Garden,"€ 3,571"
630,Hotel Serena,"€ 1,395"
631,Roman Holidays Boutique,"€ 2,018"
632,DEM Hotel,"€ 1,151"
633,Residenza Dei Gracchi,"€ 1,085"
634,Vatican Suites - The Luxury Leading Accommodation in Rome,"€ 2,259"
635,Vatican Suite Home,"€ 2,237"
636,Hotel Verona Rome,"€ 1,777"
637,La Residenza del Sole al Pantheon,"€ 1,741"
638,Piazzetta Margutta - My Extra Home,"€ 2,263"
639,Stefano House Roma,"€ 1,433"
640,Sant'Angelo Apartments,"€ 1,753"
641,Hotel Colosseum,"€ 2,066"
642,Casa Coronari,"€ 1,407"
643,Relais La Maison De Luxe,"€ 1,306"
644,Sora Luxury Inn,"€ 2,988"
645,Navona Home,"€ 1,425"
646,san cosimato suite,€ 832
647,Hotel Traiano,"€ 1,244"
648,The Major Hotel,"€ 2,054"
649,Nori Guest House,€ 906
650,Residenza Crescenzio,"€ 1,664"
651,Moderno Hotel Roma,"€ 1,306"
652,Atypical Rooms,"€ 2,775"
653,47 Boutique Hotel,"€ 3,717"
654,Rhome Luxury suite,"€ 1,903"
655,Eccelso Hotel,"€ 1,449"
656,Residenza Torre Colonna,"€ 1,918"
657,Relais Palazzo Taverna,"€ 1,264"
658,"Hotel Canada, BW Premier Collection","€ 1,584"
659,Maalot Roma - Small Luxury Hotels of the World,"€ 6,420"
660,Relais Cavour Inn,"€ 1,488"
661,SCIPIO92HOME,€ 891
662,Antica Residenza Del Corso,"€ 2,175"
663,Navona flat,"€ 1,494"
664,Hotel Giotto Flavia,€ 913
665,Giuditta in Trastevere,"€ 1,761"
666,Colonna 18,"€ 1,437"
667,HostMe Piazza di Spagna apartament,"€ 1,153"
668,RHS Rienzo Suites,"€ 1,141"
669,Hotel King,"€ 1,460"
670,Via Otranto,"€ 1,857"
671,DrsRome - Roman's Ruins Colosseum,"€ 3,611"
672,The Shire Hotel,"€ 1,800"
673,Flora,"€ 1,098"
674,Hotel Hollywood,"€ 1,086"
675,Art House Relais56 Via del Babuino 56 Nuova Gestione,€ 880
676,Hotel Elide,"€ 1,326"
677,Praty Rooms,€ 840
678,Pitagora House,€ 666
679,Campo de' Fiori 34,"€ 2,283"
680,Vaticana Residenza Ottaviani,€ 896
681,B&B Sergio House,"€ 1,177"
682,Domus Julia,"€ 1,513"
683,Rarity Suites,"€ 4,318"
684,A World Aparts - 105 Pellegrino,"€ 1,579"
685,Stay Rome,€ 822
686,LIVING COLOSSEUM,"€ 2,212"
687,Relais del Portico,"€ 1,313"
688,Magenta Collection Cancello,"€ 1,000"
689,Magenta Collection Fico,"€ 1,212"
690,Alius and Freerome Hotel,€ 952
691,Corso Vittorio 308,"€ 1,734"
692,Una Finestra su Monti,"€ 1,415"
693,Rome Marriott Grand Hotel Flora,"€ 5,082"
694,Cancelleriadieci,"€ 1,611"
695,Lh Royal Suites Terrace,"€ 1,645"
696,Aurelius Ponte Sant'Angelo,"€ 1,459"
697,Suites 44,"€ 2,293"
698,Key Rome Center,"€ 1,599"
699,Domus Orbitelli,"€ 2,302"
700,Heart of Rome Vatican Deluxe New Apartment 1GB WiFi,"€ 2,032"
701,Baglioni Hotel Regina - The Leading Hotels of the World,"€ 4,931"
702,Gli Artisti Apartments Rome,"€ 2,265"
703,Exe Domus Aurea,"€ 1,811"
704,Palazzo Delle Pietre - Luxury Apartments,"€ 5,538"
705,Vatican Style,"€ 1,576"
706,VIS ROMAE Luxury Apartments,"€ 1,231"
707,marcelina holidays rooms,€ 840
708,On The Rainbow B&B,€ 994
709,Les Diamants,"€ 1,866"
710,Mascagni Luxury Rooms & Suites,"€ 2,928"
711,Mini Studio con Balcone a Piazza del Popolo,"€ 1,219"
712,Le suite di Borgo,"€ 1,202"
713,Magenta Collection Manara 4,"€ 1,035"
714,BDB Rooms Navona,"€ 2,616"
715,IV House,"€ 1,930"
716,Lungotevere Ripa,"€ 1,673"
717,Dreaming Rome Suites,€ 919
718,Central Station Apartment - Zen Real Estate,€ 960
719,Arenula Suites,"€ 1,504"
720,Boho Suites - Rome Colosseum,"€ 1,518"
721,Vicolo Antico Apartment,"€ 1,158"
722,Trevi Fountain Apartments,"€ 2,566"
723,Residenze Romanae - Sangallo Rooms,"€ 1,513"
724,The B Place Cola,"€ 1,689"
725,Popolo & Flaminio Rooms,€ 961
726,Deseo Home,"€ 1,306"
727,Superior Relais,"€ 1,858"
728,Little Aurelius,"€ 1,482"
729,Hotel Dorica,"€ 1,349"
730,Hotel Mariano,€ 937
731,Viam Imbriani Suites,"€ 1,855"
732,Hotel Millerose,"€ 3,123"
733,Dimora Al 36,€ 684
734,HT N°9 Colosseo,"€ 5,179"
735,Ripetta Luxury Del Corso,"€ 1,803"
736,Residenza Italia,"€ 11,030"
737,ARCAsuite Tritone Luxury,"€ 10,907"
738,Vatican Prestige Apt by Premium Suites Collection,"€ 3,186"
739,MyTinyHome Fastime,€ 997
740,The First Arte - Preferred Hotels & Resorts,"€ 4,251"
741,Private Luxury Apartment,"€ 7,569"
742,Residenza Gonfalone,"€ 1,356"
743,B&B Morelli 1,"€ 1,722"
744,Hotel Scalinata Di Spagna,"€ 3,930"
745,Santa Maria Maggiore Roomy and Bright Flat,"€ 1,402"
746,Casa Heberart Guest House Sistina,"€ 1,196"
747,Sweet Arco Farnese,"€ 1,378"
748,Green space studio in the center,"€ 1,107"
749,Borgo Vittorio St. Peter Apartments,"€ 2,107"
750,iFlat Trevi Charming,"€ 2,402"
751,Trevi & Pantheon Luxury Rooms,"€ 1,561"
752,Aida Trevi Fountain Rome,"€ 1,706"
753,N - SPACE modern guestrooms,"€ 1,319"
754,Relais Bocca di Leone,"€ 1,389"
755,Grand Master Suites,"€ 1,526"
756,White Ostilia Apartments,"€ 1,932"
757,Ottaviano Guest House,€ 990
758,Calisto 6,"€ 1,409"
759,Home 103,€ 855
760,Affittacamere Boncompagni Suite,"€ 1,344"
761,Maison Piazza Cavour,"€ 1,244"
762,Domus Castroni Scipioni,"€ 1,014"
763,Mama's Home Rome,"€ 2,105"
764,RomAmoR Campo de' fiori,€ 882
765,Holidays Banchi Nuovi,"€ 2,021"
766,Cassiodoro19,"€ 1,160"
767,Guestlovers,"€ 1,675"
768,Correa Vatican Hospitality,"€ 1,418"
769,MAYA RHOME TRASTEVERE,"€ 1,389"
770,Yes Hotel Boutique Rome,"€ 2,290"
771,Saint Peter Elegance Suite,"€ 1,210"
772,Domus Fabiola - Vaticano,"€ 1,262"
773,Mecenate Apartment Fori Imperiali,"€ 2,235"
774,Bollo Apartments,"€ 1,684"
775,Rome Holiday Home,"€ 1,927"
776,BePlace Holy See,"€ 1,051"
777,Spagna Secret Rooms,"€ 1,610"
778,Italianway - Barberini Elegantia Apartments Roma,"€ 2,481"
779,Charming Suites Navona,"€ 2,918"
780,Affittacamere Alessia&Calliope,€ 663
781,San Carlo Suite,"€ 1,742"
782,Opera Private Suites by Premium Suites Collection,"€ 1,368"
783,Quirinale Luxury Rooms,"€ 1,495"
784,Vatica B&B Roma,"€ 2,232"
785,Trevi Elegance Suite,"€ 1,297"
786,Nostromondo Apartments in Rome City Centre,"€ 1,177"
787,iFlat Esquilino Industrial Studio n.1,"€ 1,251"
788,Nerva Boutique Hotel,"€ 3,226"
789,Bellezza Al Colosseo - B&B & Apts,"€ 1,337"
790,Residenza Paolo VI,"€ 2,533"
791,Nakissa Inn,"€ 1,406"
792,Boutique Hotel Campo de' Fiori,"€ 3,271"
793,Hotel Ciao,€ 930
794,San Peter Lory's Aparts,"€ 2,957"
795,Demetra Hotel,"€ 1,799"
796,HT Romeo Al Babuino,€ 947
797,coliseum view - diana's house,"€ 1,454"
798,Pantheon Escape,"€ 2,249"
799,Exe International Palace,"€ 1,811"
800,Telier Tomacelli,"€ 2,163"
801,Vatican Domus,"€ 1,231"
802,RomeatHome Deluxe suite Campo dei Fiori,"€ 1,427"
803,Residenza Monfy,"€ 1,743"
804,Rest Guesthouse,"€ 1,170"
805,Romerooms,"€ 1,530"
806,LM Suites Spagna,"€ 1,395"
807,Barberini Cozy Terrace,"€ 1,464"
808,Gio' Suites,"€ 1,236"
809,Guest House Arco Dei Tolomei,"€ 1,643"
810,Mood44,"€ 3,265"
811,Monti Brand New Apartment,"€ 2,503"
812,THE ONE Boutique Hotel & SPA Rome,"€ 2,214"
813,Grotte - Campo de' Fiori,"€ 1,227"
814,Trinità dei Monti Suite,"€ 1,753"
815,Francy Guest House,"€ 1,038"
816,Trevi Art Suite,"€ 1,830"
817,VG [ROME CENTER] Garibaldi Room,€ 961
818,Magnolia terrace at Vatican Museum,"€ 1,838"
819,iFlat Lovely in Trevi,"€ 2,402"
820,Velvet Suite,"€ 1,380"
821,iFlat Spanish Steps Elegant Apartment,"€ 2,682"
822,B&D Dolce Vita,€ 977
823,Dulcis In Pantheon,"€ 1,540"
824,Palazzo Velli,"€ 1,385"
825,Hotel Martis Palace,"€ 4,204"
826,Chroma Italy - Chroma Apt Campo de' Fiori,"€ 2,110"
827,Magenta Collection Coronari,"€ 1,258"
828,Trastevere Charming Duplex,"€ 1,048"
829,The best St Peter's view,"€ 1,176"
830,Maison de Marta,€ 990
831,The Royal Crown,"€ 1,899"
832,L'obelisque maison de luxe,"€ 1,699"
833,Merulana Inn Guest House,"€ 1,724"
834,Suites Romae Rex,"€ 1,751"
835,Dolce Vita Guest House,€ 939
836,Martius Private Suites Hotel,"€ 4,784"
837,Suite Lungara,"€ 2,142"
838,MyTALE Creative Academy Hotel,"€ 2,005"
839,Hotel Damaso,"€ 2,724"
840,iFlat Campo De Fiori Cozy Flat,"€ 1,322"
841,Relais Luxury Corso,"€ 1,119"
842,109 SUITES ROMA,"€ 1,206"
843,Atlante Garden Hotel,"€ 3,075"
844,Navona apartment,"€ 2,141"
845,Residenza Monti,€ 825
846,Piazzetta de' Monti Suites,"€ 1,494"
847,Gold Fabulous Jacuzzi Suite Trastevere - Top Collection,"€ 1,185"
848,Liberty Vatican Suites - Liberty Collection,€ 925
849,Hotel Cortina,"€ 1,638"
850,White Rooms Colosseo,"€ 1,081"
851,Myomax Guesthouse,€ 859
852,Casa Borghese by Burghesius,"€ 3,925"
853,Condotti Boutique Hotel,"€ 2,256"
854,The Talent Hotel,"€ 2,149"
855,Suite Cancello,"€ 1,072"
856,UNAHOTELS Decò Roma,"€ 2,622"
857,Campo de' Fiori Apartment,"€ 1,807"
858,Bio Hotel Raphael - Relais & Châteaux,"€ 4,620"
859,Hotel Rome Love,"€ 1,349"
860,Tree Charme,"€ 2,773"
861,Sistina Twentythree luxury rooms,"€ 2,151"
862,Saint B Boutique Hotel STB,"€ 1,709"
863,Bettoja Hotel Mediterraneo,"€ 2,539"
864,Baldassini Suites,"€ 1,447"
865,Il sogno di Amelie,€ 813
866,Room 91-S. Peter,"€ 1,524"
867,WE LOVE ROMA Guest House,"€ 1,483"
868,CAVOUR URBAN ROOMS,"€ 1,251"
869,NH Collection Roma Centro,"€ 2,461"
870,iFlat Synagogue at Your Feet,"€ 2,677"
871,Hotelier 51,"€ 1,364"
872,Peretti Rome Trastevere Home,"€ 2,042"
873,B&B Roma Royal Residence,"€ 1,125"
874,Navona Palace Luxury Inn,"€ 2,065"
875,Rome Aparts,"€ 3,443"
876,Appartamento trastevere Roma,"€ 1,530"
877,Campo de Fiori House,"€ 2,169"
878,Temple View,"€ 1,858"
879,Hearth Hotel,"€ 1,386"
880,CC Palace Hotel,"€ 3,819"
881,Apartment Condotti Terrace,"€ 1,045"
882,Argentina Exclusive Apartment,€ 846
883,The Roman Empire Guesthouse,"€ 1,352"
884,Chiostro del Bramante - Art Museum Experience,"€ 2,529"
885,Torre Capranica,"€ 3,820"
886,Navona Luxury Guesthouse,"€ 1,515"
887,White Gioberti Apartments,"€ 1,922"
888,Chroma Italy - Chroma Deka,"€ 1,034"
889,Rione Monti Suites,"€ 1,188"
890,207 Inn,"€ 1,346"
891,Roma Charming Rooms,"€ 1,404"
892,Impero Vaticano Suites Guest House,"€ 1,346"
893,Piazza di Spagna Stylish Flat,"€ 1,176"
894,Vatican Vittoria Suites - Vatican museums,"€ 1,083"
895,Hotel Fiorenza,€ 648
896,Flat PIAZZA DEL POPOLO,"€ 1,826"
897,Kambal Maison,€ 720
898,Dell'Orso Residence,"€ 2,473"
899,Elysium Suites collection,"€ 1,763"
900,Pope's Suites,"€ 1,800"
901,The Britannia Hotel,"€ 1,470"
902,Maison Ottavia,"€ 2,004"
903,Hotel Garda,"€ 1,114"
904,Avila Palace Piazza Navona,"€ 3,536"
905,iFlat Sweet Suite near Saint Peter,"€ 1,247"
906,B&B Zen Trastevere,"€ 1,512"
907,Beatus Viator Guest House,"€ 1,275"
908,iFlat Vatican High-End Apartment,"€ 3,447"
909,Relais Circo Massimo,"€ 1,155"
910,Minerva Relais,"€ 1,738"
911,Castro Pretorio Easy Rooms,€ 807
912,Navona Private Rooms bnb,€ 902
913,Les Artes,€ 764
914,Hotel Adriano,"€ 2,238"
915,iFlat Saint Peter Lovely Apartment with Terrace,"€ 2,326"
916,Empire Suites,"€ 1,227"
917,San Pietro Moonlight Luxury Apartment,"€ 1,174"
918,Vittorio Emmanuele & Colosseo Studio,"€ 1,043"
919,Garibaldi Suites Piazza Di Spagna,"€ 2,107"
920,Daplace - Sofia Apartment,"€ 2,689"
921,BMGA l ViaPaola43 Palace,"€ 1,822"
922,Roman Atmospheres,"€ 1,997"
923,Bed and Breakfast New Morning Holiday,"€ 1,512"
924,"Bella Roma Luxury Accommodation, Vatican City - Liberty Collection","€ 2,073"
925,B&B Trastevere 94,"€ 2,340"
926,Casa Enriqueta,"€ 2,007"
927,Rome dreaming house,"€ 3,067"
928,Have A Nice Holiday - Luxury Rooms,"€ 1,785"
929,Hotel Savoy,"€ 2,267"
930,The Couper Colonna,"€ 2,630"
931,Hotel 87 eighty-seven - Maison d'Art Collection,"€ 1,867"
932,Conte House merulana guesthouse,"€ 1,188"
933,Loft 5c - Palatino,"€ 1,644"
934,Scala Enchanting Apartment,"€ 1,415"
935,iRooms - Spanish Steps,"€ 1,334"
936,Seba N9,"€ 3,082"
937,Elegant Rooms Roma - Guest House,"€ 1,597"
938,Cody's Apartment,€ 882
939,Hotel Locanda Cairoli,"€ 1,279"
940,Glance in Rome,"€ 1,791"
941,B&B Rudy Center,€ 765
942,A World Aparts - 87 Boschetto,"€ 1,899"
943,A World Aparts - 23 Artisti,"€ 3,124"
944,Armonia All'Opera,"€ 1,369"
945,The Great View,"€ 3,241"
946,Imperium Suite Navona,"€ 1,329"
947,Elle Cavour Guest House,"€ 1,219"
948,Hotel Julia,"€ 1,428"
949,Antica Dimora Delle Cinque Lune,"€ 1,530"
950,Holiday 168,"€ 1,265"
951,Navona Sky Palace,"€ 1,661"
952,Mole Adriana Guest House,€ 850
953,Hotel Il Papavero,€ 826
954,Deluxe Ripetta 41,"€ 1,104"
955,Navona Rooms,"€ 1,828"
956,Ripetta Central Suites,"€ 1,434"
957,Roma Vatican,"€ 1,254"
958,B&B Lost in Rome,"€ 1,022"
959,50 Steps to Navona Apartment,"€ 1,610"
960,Town House Spagna- luxury Rooms with Jacuzzi Bath,"€ 2,793"
961,Landlord in Trastevere,"€ 1,201"
962,Avignonesi Suites,"€ 1,645"
963,Charme 308,"€ 1,947"
964,Starhotels Metropole,"€ 2,464"
965,Guest House Rome,€ 966
966,Eagle Rooms,"€ 1,110"
967,Trastevere Luxury&Charming Loft with Courtyard,"€ 2,697"
968,Lovely Nights Rome - Luxury rooms,"€ 1,637"
969,House Monti 1875,"€ 1,557"
970,Residenze Romanae - Vicolo 22,"€ 1,663"
971,Take me Rome - Colosseo Terrace Apartment,"€ 3,518"
972,Buonanotte Colosseo,"€ 1,441"
973,Boutique Centrale Palace Hotel,"€ 1,529"
974,Dreaming Navona Rooms,"€ 1,168"
975,Clemy In Rome,"€ 1,404"
976,Termini Suite Inn Rome,"€ 1,141"
977,Domenichino Luxury Home,"€ 1,425"
978,Youroom Boncompagni,"€ 1,342"
979,Rome River Inn,"€ 1,789"
980,Colosseum New Charming Apartment,"€ 1,711"
981,Colosseo Boutique Apartment,"€ 1,685"
982,Green Apartments Rome,"€ 1,594"
983,Domus 21 Luxury Suites,"€ 2,127"
984,Hotel Louisiana,€ 813
985,San Peter Exclusive House - in the hearth of rome,"€ 1,065"
986,The Regal Suite,"€ 1,899"
987,Locanda San Cosimato,€ 751
988,Casa Dolce Casa,"€ 1,301"
989,Locanderia Roma,"€ 1,680"
990,iFlat Lovely Flat in Trastevere,"€ 3,062"
991,Boutique Hotel Trevi,"€ 2,079"
992,Cola Di Rienzo Suite Guest House,"€ 1,105"
993,iFlat Spanish Steps Blue Apartment,"€ 2,261"
994,Stars Luxury Apartments 1,"€ 2,652"
995,Hotel Navona,"€ 2,040"
996,Casa 901,"€ 1,380"
997,Relaxon Guest House,€ 835
998,Rocco Forte Hotel De La Ville,"€ 10,099"
999,La Griffe Hotel Roma,"€ 1,414"
1000,Clemy In Rome,"€ 1,404"
1001,Termini Suite Inn Rome,"€ 1,141"
1002,Domenichino Luxury Home,"€ 1,425"
1003,Youroom Boncompagni,"€ 1,342"
1004,Rome River Inn,"€ 1,789"
1005,Colosseum New Charming Apartment,"€ 1,711"
1006,Colosseo Boutique Apartment,"€ 1,685"
1007,Green Apartments Rome,"€ 1,594"
1008,Domus 21 Luxury Suites,"€ 2,127"
1009,Hotel Louisiana,€ 813
1010,San Peter Exclusive House - in the hearth of rome,"€ 1,065"
1011,The Regal Suite,"€ 1,899"
1012,Locanda San Cosimato,€ 751
1013,Casa Dolce Casa,"€ 1,301"
1014,Locanderia Roma,"€ 1,680"
1015,iFlat Lovely Flat in Trastevere,"€ 3,062"
1016,Boutique Hotel Trevi,"€ 2,079"
1017,Cola Di Rienzo Suite Guest House,"€ 1,105"
1018,iFlat Spanish Steps Blue Apartment,"€ 2,261"
1019,Stars Luxury Apartments 1,"€ 2,652"
1020,Hotel Navona,"€ 2,040"
1021,Casa 901,"€ 1,380"
1022,Relaxon Guest House,€ 835
1023,Rocco Forte Hotel De La Ville,"€ 10,099"
1024,La Griffe Hotel Roma,"€ 1,414"
