,hotel_name,price_week_before
580,ArtlifeBCN Urban Oasis Apartment,"€ 3,561"
581,Pensión Casa Blanca,€ 890
582,La Mare by The Streets,"€ 1,694"
583,Hotel Ciutadella Barcelona,"€ 1,651"
584,NH Barcelona Eixample,"€ 1,344"
585,Apartments Barcelona Sagrada,"€ 1,527"
586,Eco Boutique Hostal Grau,"€ 1,599"
587,The Lonely Chimney Apartments,"€ 1,788"
588,BBarcelona Plaça Universitat Flat,"€ 1,422"
589,Bird House,€ 656
590,Limonaia,"€ 1,220"
591,Pensión San Ramón,€ 640
592,AinB Picasso-Corders Apartments,"€ 1,149"
593,Le Meridien Barcelona,"€ 3,190"
594,Lovely loft near Barcelona center,"€ 1,650"
595,Barcelona City Centre Hostal,"€ 2,752"
596,Ella Hostel Ramblas,€ 996
597,ME Barcelona,"€ 3,227"
598,Inside Barcelona Apartments Esparteria,"€ 1,367"
599,Guitart Grand Passage,"€ 1,418"
600,Quiet apartment! Sagrada Familia!,"€ 1,257"
601,Happy Apartments,"€ 2,106"
602,Centrally Apartment in the Heart of Raval,"€ 1,238"
603,One bedroom Apartment in Eixample !,€ 935
604,Ciudad Condal Hostal - Paseo de Gracia,"€ 1,370"
605,Plaza Catalunya City Center Apartments,"€ 2,462"
606,Key Gracia Apartments,"€ 2,580"
607,Arc House Barcelona,€ 630
608,Hostal Rio De Castro,"€ 1,000"
609,Loft Miro Apart Barcelona,"€ 1,698"
610,Catalunya,"€ 1,428"
611,Hostal Barcelona Centro,"€ 1,196"
612,Lodging Apartments Gracia,"€ 1,487"
613,Arenas Atiram Hotels,"€ 1,125"
614,Radas,"€ 1,950"
615,Onix Fira,"€ 1,193"
616,L'Olivera Casa Rural,€ 811
617,H10 Raco del Pi,"€ 1,472"
618,Aspasios Poble Nou Apartments,"€ 2,046"
619,Apartmento Industria,"€ 1,331"
620,Barco muy romantico con parking!,"€ 1,053"
621,Alguera Apartments Industria,"€ 1,519"
622,The Loft Hostel,"€ 1,226"
623,Barcelona City North Hostal,"€ 1,838"
624,Valencia 3,€ 890
625,Apartamentos Barcelona - Iberia,€ 985
626,Aparthotel Rambla108,"€ 1,989"
627,TOC Hostel Barcelona,"€ 1,175"
628,Anais Apartments by gaiarooms,"€ 1,702"
629,Ikonik Anglí,"€ 1,871"
630,Brummell Apartments Poble Sec,"€ 2,104"
631,Hotel Royal Passeig de Gracia,"€ 1,853"
632,Pelayo Deluxe Apartments,"€ 2,041"
633,Rooms Tetuan,€ 820
634,By Plaza Catalunya Rooms,€ 932
635,Home to Home Barcelona,"€ 2,816"
636,Habitat Apartments Alibei,"€ 2,794"
637,Petit Palace Museum,"€ 1,675"
638,Atico Sagrada Familia,"€ 1,218"
639,Hostal Santa Ana,€ 664
640,LeMar by Aspasios,"€ 1,142"
641,Exe Ramblas Boquería,"€ 2,037"
642,Aticco Living Gràcia - Apartments Rooftop,"€ 1,990"
643,Sunny Apartments Barcelona,"€ 1,041"
644,Sweet Inn - Avenida Roma,"€ 1,995"
645,Enjoybcn Coliseum Apartments,"€ 2,352"
646,By Rambla de Catalunya Rooms,€ 644
647,HABITACION PARA PAREJA CON BALCON,€ 890
648,Lumine Luxury Suites by gaiarooms,"€ 1,026"
649,Classbedroom Fira Business Apartment,"€ 2,093"
650,Heart of Barcelona Rooms,€ 644
651,Happy People Sagrada Familia Apartments,"€ 3,082"
652,Happy People Sagrada Familia Apartments,"€ 3,082"
653,Casa Gracia Apartments,"€ 1,264"
654,DO Plaça Reial powered by Sonder,"€ 2,478"
655,Exe Laietana Palace,"€ 2,130"
656,Lovely & bright Bogatell beach apartment,"€ 1,135"
657,Habitat Apartments Eixample Balconies.,"€ 2,722"
658,Aspasios Market Balconies,"€ 1,740"
659,Eurostars Grand Marina Hotel GL,"€ 2,629"
660,Hotel Transit,"€ 1,441"
661,Hotel Best Auto Hogar,"€ 1,074"
662,Unbeatable views and great location,"€ 1,405"
663,Stylish Apartment with Terrace for Couple or Family,"€ 1,312"
664,51SAM202 - Modern apartment near Montjuic,"€ 1,240"
665,Praktik Èssens,"€ 1,646"
666,Hostal Argo,€ 865
667,Abba Rambla Hotel,"€ 1,193"
668,Hotel Toledano Ramblas,"€ 1,002"
669,Habitat Apartments ADN,"€ 2,248"
670,P2VIL475 Modern & Cozy Apartment Poble Sec,"€ 1,183"
671,Barcelona4Seasons II,"€ 1,411"
672,Hotel Denit Barcelona,"€ 1,304"
673,Smartr Barcelona Ramblas,"€ 2,388"
674,"Alexandra Barcelona Hotel, Curio Collection by Hilton","€ 2,979"
675,Barrio Gotico Apartments Escudellers,"€ 2,580"
676,Sunny Rooftop Apartment,"€ 1,433"
677,Sunny Rooftop Apartment,"€ 1,433"
678,limehome Barcelona Carrer de Besalú 82,"€ 1,534"
679,Aspasios Diagonal Art,"€ 1,525"
680,Cool&colorful Centric Apartment,"€ 2,015"
681,Barcelona City Hotel,"€ 2,589"
682,Umma Barcelona B&B Boutique,"€ 1,751"
683,Renaissance Barcelona Hotel,"€ 2,855"
684,Elegantniy Poble Sec,"€ 1,181"
685,Exe Mitre,"€ 1,608"
686,Aspasios Sagrada Familia Apartments,"€ 1,848"
687,Hotel Regina,"€ 1,391"
688,Casa Llimona Hotel Boutique,"€ 1,826"
689,Hotel Casa Bonay,"€ 1,819"
690,Fontanella By BCN URBAN Rooms,"€ 1,772"
691,My Address on the Beach and Sun,"€ 1,483"
692,Enjoybcn Miro Apartments,"€ 3,697"
693,Jacobs Inn Barcelona,"€ 3,055"
694,LucasLand Apartments Barcelona,"€ 3,559"
695,The Corner Apartments by Aspasios,"€ 2,226"
696,Sagrada familia apartment,"€ 1,698"
697,Enjoybcn Dali Apartments,"€ 2,961"
698,Hostal MiMi Las Ramblas,"€ 1,070"
699,Hotel Roger de Llúria,"€ 1,598"
700,Ola Living Diagonal Apartments,"€ 2,939"
701,Eixample 7,"€ 1,626"
702,Fantastic apartment near Plaça Francesc Macia in L'Eixample Esquerra,"€ 1,614"
703,Close to Passeig de Gracia,"€ 1,728"
704,Lodging Apartments Liceu G2,"€ 1,973"
705,By La Boqueria Rooms,€ 687
706,The Vintage Rentals,"€ 1,310"
707,Studio Hostel,€ 654
708,Majestic Hotel & Spa Barcelona GL,"€ 2,246"
709,Hostal Colkida,€ 906
710,Apartment Vallhonrat,"€ 1,306"
711,Tendency Apartments 7,"€ 1,749"
712,Hostal Porxos Garden,"€ 1,167"
713,R&B MUNTANER,"€ 2,182"
714,Rambla de Mar Apartments,"€ 3,166"
715,Nuevo Balmes Habitaciones,€ 790
716,Hostal LIWI,"€ 1,121"
717,Sagrada Familia Gaudi,"€ 1,698"
718,NEW! Amazing 2 bedroom apartment in Rambla del Poblenou,"€ 1,136"
719,Boat Hotel Barcelona,€ 971
720,The MO House,"€ 1,137"
721,Torre de Gracia Barcelona,"€ 1,632"
722,Brummell Apartments Montjuic,"€ 2,104"
723,Hotel Alguer Camp Nou,€ 762
724,Habitat Apartments Hot Jazz,"€ 3,062"
725,Tendency Apartments 6,"€ 2,118"
726,Vasanta powered by Sonder,"€ 1,680"
727,Tendency Apartments 6,"€ 2,118"
728,Vasanta powered by Sonder,"€ 1,680"
729,Apartments Barcelona & Home Deco Viladomat,"€ 1,618"
730,Nice room close to Sagrada Familia,€ 750
731,Happy People Plaza España Apartments,"€ 2,291"
732,Casa Barcelo Hostel Barcelona,"€ 2,735"
733,chic&basic Habana Hoose,"€ 1,584"
734,Sonder La Casa del Sol,"€ 1,564"
735,Le Palacete powered by Sonder,"€ 1,569"
736,The Central House Barcelona Gracia,€ 906
737,Hotel Monegal,"€ 1,111"
738,Classbedroom Park Güell Apartment,"€ 1,765"
739,Habitat Apartments Alaia,"€ 2,289"
740,Barcelona Central Apartments,"€ 1,214"
741,limehome Barcelona Carrer de Fontcoberta - Digital Access,"€ 1,482"
742,Teatro Miro Apartment,"€ 1,433"
743,By La Rambla Rooms,"€ 1,193"
744,Aspasios Gracia Apartments,"€ 1,902"
745,Casa Consell Apartments,"€ 5,937"
746,Stay U-nique Apartments Rambla Catalunya,"€ 3,330"
747,Habitaciones acogedoras,€ 546
748,Poble Nou I You Stylish Apartments,"€ 2,162"
749,Sweet Inn - Palau,"€ 1,775"
750,3 bedrooms apartment close to plaza Universitat!,"€ 1,221"
751,BBarcelona Clot Apartments,"€ 1,419"
752,BacHome Gallery B&B,"€ 1,440"
753,Mediterranean Barcelona Apartments,"€ 1,857"
754,Casa Bella Gracia by Aspasios,"€ 1,190"
755,Sweet Inn - Carrer Fira,"€ 1,815"
756,Apartamento Joel,€ 991
757,Apartment Sants-Les Corts Galileu by Interhome,"€ 1,580"
758,Rosello 2,€ 890
759,Bright & Breezy,"€ 1,527"
760,Casa Cosi - Mallorca 2,"€ 3,450"
761,Atlantis by Atbcn,"€ 1,378"
762,Ola Living Aribau Apartments,"€ 2,548"
763,Private rooms in Born,€ 700
764,EasySleep Eixample,"€ 1,746"
765,Mambo Tango,€ 907
766,By Plaza Universidad Rooms,€ 760
767,Twentytu Hostel Barcelona,"€ 3,530"
768,Barcelona City Apartment,"€ 2,701"
769,By Universitat Rooms,€ 761
770,Lodging Lepant 3 bedroom apartment 300 meters de Sagrada Familia,"€ 1,890"
771,Lodging Apartments Forum 15 - Barcelona Forum apartment with sea view,"€ 2,301"
772,Chic Apartments Barcelona,"€ 1,614"
773,Habitat Apartments Rambla Deluxe,"€ 3,675"
774,You Stylish Boutique Apartments,"€ 2,711"
775,H10 Madison 4* Sup,"€ 2,227"
776,Suite Miro Eixample Barcelona,"€ 1,169"
777,H10 Madison 4* Sup,"€ 2,227"
778,Suite Miro Eixample Barcelona,"€ 1,169"
779,32ROS579- Brand New 1 BR Flat in Paralel,"€ 1,050"
780,Click&Flat Seneca Suites,"€ 1,520"
781,Sarriá - Sant Gervasi,"€ 3,080"
782,Rooms in Gothic,€ 620
783,Apartment Carrer de Joan,"€ 1,420"
784,Stay U-nique Apartments Calabria,"€ 2,206"
785,Room Sants Barcelona,€ 671
786,Sagrada Familia Comfy apartment,"€ 1,395"
787,Valencia 2,"€ 1,026"
788,EasySleep Gaudi Terrace,"€ 1,806"
789,ELLA Guest House Barcelona,€ 946
790,Habitat Apartments Alissia,"€ 2,191"
791,Canela Homes BARCELONA FONTANA,"€ 1,385"
792,Barcelona City Rooms,"€ 2,868"
793,ChicStays Apartment Vila Olímpica,"€ 1,736"
794,Wow Hostel Barcelona,€ 564
795,Autèntic Barcelona Monumental,"€ 2,249"
796,Tendency Apartments 9,"€ 6,415"
797,Homenfun Barcelona Plaza España,€ 985
798,Mercat Sant Antoni 4,"€ 2,726"
799,Vilana Hotel Boutique,"€ 1,015"
800,ClassBedroom Port Ramblas,"€ 2,682"
801,Homenfun Barcelona Gracia,"€ 1,075"
802,2 bedroom Duplex apartment with balcony 4-3,"€ 1,787"
803,Anba Boutique,"€ 1,810"
804,Casagrand Luxury Suites,"€ 5,880"
805,Pool House Barcelona,"€ 4,115"
806,Apartamento NUEVO con encanto en SAGRADA FAMILIA,"€ 1,362"
807,Rainbow,"€ 1,306"
808,Arya Stadium Hotel,"€ 1,166"
809,Barcelona Eixample,"€ 2,559"
810,Ant Hostel Barcelona,"€ 1,752"
811,Crysoyle Apartment Barcelona Next to Camp Nou,€ 868
812,Urgel habitaciones,€ 470
813,Stay U-nique Apartments Rossello,"€ 3,400"
814,Lodging Apartments Barceloneta Beach Studio 12,"€ 1,505"
815,Izaila Plaza Catalunya,"€ 1,342"
816,Sweet BCN Three Bedroom Apartment,"€ 1,127"
817,homeinnbcn,"€ 1,239"
818,numa I Caja Apartments,"€ 1,946"
819,Clandestino Suites,"€ 1,729"
820,Lodging Corsega - Apartment 3 bedrooms next to Sagrada Familia,"€ 1,911"
821,Eixample12,"€ 1,701"
822,Hotel Sagrada Familia Apartments,"€ 1,314"
823,El Palauet Royal Suites,"€ 8,231"
824,El Avenida Palace,"€ 1,556"
825,Barceloneta Ramblas Apartments,"€ 1,578"
826,Barcelona4Seasons - Central Palace,"€ 1,799"
827,Habitat Apartments Grace,"€ 6,122"
828,Cozy Apartment Les Corts,"€ 1,501"
829,Rooms By BCN Cathedral,€ 615
830,APBCN Eixample Center,"€ 4,173"
831,Habitat Apartments Ferran,"€ 6,953"
832,Sagrada Familia - Sant Pau apartment,"€ 1,608"
833,Habitat Apartments Barcelona Classic,"€ 6,142"
834,Port V Apart centrico con estilo 21,"€ 1,544"
835,Romantic In Trendy Gracia,"€ 1,207"
836,By Born Rooms,€ 624
837,Habitat Apartments Ribes,"€ 2,269"
838,BYPILLOW Twenty,"€ 1,292"
839,Mazi Apartments Havana,€ 780
840,Céntrico apartamento,"€ 1,171"
841,Eixample1,"€ 1,691"
842,Suite Place Barcelona Còrsega,"€ 1,837"
843,Flat Plaza de España BCN,"€ 2,118"
844,Ronda Sant Pere - Private City Center 1-Bedroom Suite,"€ 1,787"
845,Private room By BCN Center,€ 716
846,Diagonal 1,"€ 1,266"
847,Hotel Barcelona Catedral,"€ 1,959"
848,Vale Beach,"€ 2,097"
849,Beautiful & quiet 2BR flat with terrace,"€ 1,334"
850,Room Mate Pau,"€ 1,367"
851,Ronda Sant Pere Rafael,"€ 1,516"
852,Room Mate Pau,"€ 1,367"
853,Ronda Sant Pere Rafael,"€ 1,516"
854,Lets Holidays Apartment Sea Views in Barcelona,"€ 2,556"
855,By Born & Gothic Rooms,"€ 1,073"
856,Bcn Centric Rooms,€ 770
857,Parc Güell 2 1,"€ 1,442"
858,Barcelona Central Park II,"€ 1,705"
859,Eixample13,"€ 2,306"
860,AB Gracia Sant Salvador,"€ 1,773"
861,Mr Born,€ 930
862,Next to Paseo de Gracia Rooms,€ 824
863,Midtown Luxury Apartments by Sweet Inn,"€ 2,156"
864,Ático cerca Playa y centro a 10 min.,"€ 1,043"
865,Mesón Castilla Atiram Hotels,"€ 1,174"
866,You Stylish Sagrada Familia Apartments,"€ 1,741"
867,Port I Espectacular apartament con terraza,"€ 1,442"
868,Pensión Arosa,€ 552
869,Mai & Maud Paralel Apartment,"€ 3,504"
870,Modern and Chic Apartments in Gracia near Parc Guell,"€ 1,590"
871,Antiga Casa Buenavista,"€ 2,476"
872,My Space Barcelona Executive Apartments Center,"€ 2,332"
873,Upper Diagonal,"€ 1,217"
874,Centric 2 Bedroom Apartment with a Private Lovely Terrace,"€ 1,490"
875,Sercotel Amister Art Hotel Barcelona,"€ 1,172"
876,Lets Holidays Terrace Barcelona,"€ 2,302"
877,Lets Holidays Terrace Barcelona,"€ 2,302"
878,Suites4days Sagrada Familia Apartment,"€ 1,938"
879,Lets Holidays Centric Apartment in Barcelona,"€ 2,210"
880,Casanova Apartments by Olala Homes,"€ 2,007"
881,Luxury y Elegant Apartment in the centre,"€ 1,680"
882,Barcelona4Seasons - Muntaner,"€ 1,344"
883,Rosello 1,"€ 1,250"
884,Nice apartment in the middle of Born,"€ 1,195"
885,Flat Eixample Napoles/Apartment,"€ 1,635"
886,Mercat Sant Antoni 1,"€ 2,699"
887,L'alzina Apartment,"€ 2,022"
888,Autèntic Eixample Barcelona,"€ 2,370"
889,Room con baño privado sagrada familia,"€ 1,238"
890,Central Rooms Barcelona,€ 700
891,Hotel Àmbit Barcelona,"€ 1,571"
892,Rooms in the center of Barcelona,€ 546
893,BCN Urbaness Hotels Bonavista,"€ 1,572"
894,Eixample 24,"€ 2,082"
895,Valencia 455,"€ 2,121"
896,Lodging Apartments Villa de Gracia 2 bedroom cozy apartment,"€ 1,487"
897,Safestay Barcelona Passeig de Gràcia,€ 807
898,Lodging Apartments Monumumental FREE PARKING,"€ 2,175"
899,GuestReady - Paris Street in Barcelona Heart,"€ 1,896"
900,Tres Torres Atiram Hotels,"€ 1,019"
901,No Limit Barcelona Central,"€ 1,016"
902,Sonder Los Arcos,"€ 1,704"
903,Autèntic Arc de Triomf Apartment,"€ 2,370"
904,Jie Apartment,"€ 1,788"
905,Ilunion Les Corts Spa,"€ 1,849"
906,Flor Habitaciones,€ 790
907,Hip Karma Hostel,€ 743
908,Apartamentos Navas 2,"€ 1,474"
909,Best Western Plus Hotel Alfa Aeropuerto,"€ 1,188"
910,Oasis Sagrada Familia,"€ 1,281"
911,Modern and bright apartment in Eixample 3-1,"€ 1,716"
912,BBarcelona Marina Flat,"€ 1,361"
913,Beautiful and best location apt,"€ 1,621"
914,Rooms Sepulveda,"€ 1,106"
915,Eixample8,"€ 1,949"
916,Wittmore Hotel - Adults Only,"€ 2,684"
917,Esparteria 2,"€ 2,863"
918,Rustic Poble Sec Apartment,"€ 1,250"
919,Mosaic Barcelona by Ona,"€ 1,508"
920,Modern Apartment,"€ 1,336"
921,The Floating Home,€ 990
922,Montjuic1,"€ 1,683"
923,Gracia12,"€ 1,581"
924,By Liceu Rooms,€ 730
925,Hotel Oasis,"€ 1,717"
926,Gracia8,"€ 1,647"
927,"STYLISH FLAT, 2 BATHROOMS and SWIMMING POOL, NEXT TO THE BEACH!","€ 1,034"
928,Hotel Palermo,"€ 1,184"
929,HA Diputació terrace apartment,"€ 2,013"
930,SANTS STATION PENTHOUSE,"€ 1,112"
931,H La Paloma Adults Only,"€ 1,008"
932,Alcam Alio 1,"€ 1,242"
933,Sweet Inn - Carrer Girona,"€ 2,050"
934,Sarria Attic,"€ 2,008"
935,By Paseo de Colón Rooms,"€ 1,373"
936,017 New of love 3 1,€ 930
937,Eric Vökel Boutique Apartments - BCN Suites,"€ 2,214"
938,Sepulveda 3,€ 890
939,1314 -AB Passeig de Gràcia Penthouse,"€ 1,478"
940,Almodovar Apartment Barcelona,"€ 1,499"
941,Enjoy Apartments Calabria,"€ 3,120"
942,Alojamiento Diputacion,€ 546
943,Beautiful and comfy boat in Barcelona,"€ 1,236"
944,"Lovely wooden boat in Port forum, with AC and two bikes.",€ 740
945,Apartment Eixample Esquerre Arago Rocafort by Interhome,"€ 1,155"
946,Park Guell,"€ 1,092"
947,elPilar Sant Antoni,"€ 1,570"
948,BBarcelona Fira Superior Flat,"€ 2,205"
949,Bright and Spacious 3 Bedroom Close to the Beach,"€ 1,779"
950,Key Sagrada Familia / MARINA 223,"€ 2,495"
951,Hostal Capitol Ramblas,€ 942
952,Acogedor velero en el Forum,€ 950
953,Stay U-nique Apartments Pellaires,"€ 2,425"
954,Wonderful 2-bd apart with balcony Plaza Cataluña,"€ 2,469"
955,Modern and bright apartment in Eixample 5-2,"€ 1,756"
956,Eixample15,"€ 1,735"
957,BARCELONA CENTRO SAGRADA FAMILIA,"€ 1,929"
958,Stay U-nique Apartments Est,"€ 1,891"
959,Nobu Hotel Barcelona,"€ 2,073"
960,Modernist Family Barcelona apartment,"€ 2,199"
961,Sants Montjuic Olympic View,"€ 1,234"
962,Sant Antoni 3 - Downtown Barcelona & Modern,"€ 1,509"
963,Paseo de Gracia Design,"€ 2,269"
964,Enjoy Apartments Gran Via,"€ 2,896"
965,ApartEasy - Passeig de Gracia,"€ 1,853"
966,Marion House Barcelona,"€ 2,786"
967,Rustic 2 bedroom apartment Poble Sec,€ 998
968,Alcam Laforja,"€ 1,234"
969,SMLuxuryHouse,"€ 2,226"
970,"""Casa TOLIMA""",€ 416
971,Rosello 3,€ 906
972,Sagrada Familia Butterfly,"€ 2,579"
973,Attic Bcn Central Terrace,"€ 1,408"
974,Lets holidays apartment in Sant Martí,"€ 1,804"
975,Stylish 80´s Fishing Boat,"€ 1,010"
976,Enjoybcn Plaza Catalunya Apt.,"€ 2,568"
977,Sants Estación ático apartamento en Eixample,"€ 1,759"
978,Beautiful 4bd 4ba apartment in Eixample District,"€ 3,475"
979,Flat Vila Olimpica Pere IV/Apartment,"€ 1,253"
980,Eixample 6,"€ 1,691"
981,23PAR203 Comfortable apartment in Paralel,"€ 1,212"
982,Sant Antoni 1 - Downtown Barcelona & Modern,"€ 1,466"
983,Uma Suites Pau Claris,"€ 1,708"
984,Gaudí Ramblas,"€ 1,185"
985,Lodging Apartments Paseo de Gracia,"€ 1,760"
986,Nomads in Poblenou (self check-in),"€ 1,289"
987,Apartamento Sagrada Familia Castillejos,"€ 2,893"
988,Be barcelona arco del triunfo sunny colors,"€ 1,726"
989,CCIB Forum Deluxe Apartment,"€ 1,556"
990,DreamKeys Barcelona City,"€ 2,334"
991,Historic Catalan 4BD apartment in Gran Vía,"€ 3,937"
992,My Space Barcelona Pool City Center,"€ 3,104"
993,Spacious & Comfortable flat in centric Eixample,"€ 2,706"
994,Born Barcelona Hostel,"€ 1,796"
995,numa l Lumino Apartments,"€ 1,896"
996,Next to Sagrada Familia 4-bedroom Apartment,"€ 2,485"
997,Sants Estacio - Modern and comfy 4BD for 8 guests,"€ 2,690"
998,Murillo 18,"€ 1,796"
999,42enf575 - Authentic &Centric Barcelonian 2BR flat,"€ 1,238"
1000,By Cathedral Rooms,"€ 1,004"
1001,Apartment Barcelona Rentals - Sarria Apartments Near Center,"€ 2,556"
