,hotel_name,rating,room_description,price,location_descirption,hotel_link,long_description
493,I LOVE ROMA Guest House,7.9,"Small Double Room
1 large double bed
Free cancellation
Only 5 rooms left at this price on our site","€ 1,159","Vaticano Prati, RomeShow on map1.6 km from centre",https://www.booking.com/hotel/it/i-love-roma.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=493&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706659989&all_sr_blocks=143209307_378174863_2_0_0&highlighted_blocks=143209307_378174863_2_0_0&matching_block_id=143209307_378174863_2_0_0&sr_pri_blocks=143209307_378174863_2_0_0__115860&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at I LOVE ROMA Guest House! To save at this property, all you have to do issign in.Attractively located in the Vaticano Prati district of Rome, I LOVE ROMA Guest House is located 800 metres from Lepanto Metro Station, 1.4 km from St Peter's Square and 1.3 km from Ottaviano Metro Station. It is situated 1.2 km from Piazza Navona and features a lift. The property is 1.4 km from the city centre and less than 1 km from Castel Sant'Angelo.

At the guest house, every unit is fitted with a wardrobe. Featuring a private bathroom with a bidet and a hair dryer, units at the guest house also feature free WiFi. At the guest house, each unit is fitted with air conditioning and a flat-screen TV.

A minimarket is available at the guest house.

A car rental service is available at the guest house.

Popular points of interest near I LOVE ROMA Guest House include Piazza del Popolo, Pantheon and Via Condotti. The nearest airport is Rome Ciampino, 17 km from the accommodation, and the property offers a paid airport shuttle service."
494,Il Gattopardo Relais,7.9,"Standard Twin Room
1 double bed
Free cancellation
Only 4 rooms left at this price on our site","€ 1,006","Vaticano Prati, RomeShow on map2.6 km from centreMetro access",https://www.booking.com/hotel/it/il-gattopardo-relais.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=494&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706659989&all_sr_blocks=8422002_361972057_2_0_0&highlighted_blocks=8422002_361972057_2_0_0&matching_block_id=8422002_361972057_2_0_0&sr_pri_blocks=8422002_361972057_2_0_0__100600&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at Il Gattopardo Relais! To save at this property, all you have to do issign in.Set next to Ottaviano Metro Station in a historic Art-Nouveau building, Il Gattopardo Relais offers elegant rooms in the Prati neighbourhood on the banks of the River Tiber.

Il Gattopardo is 5 minutes' walk from the Vatican Museums and St. Peter’s Basilica. It has excellent connections by bus, metro and tram all over Rome.

Rooms at Relais Il Gattopardo are furnished in a classic style. They all feature marble bathrooms, plus a minibar, air conditioning, TV and WiFi access."
495,Hotel Latinum,7.8,"Double Room
Beds: 1 double or 2 singles
Breakfast included
Free cancellation
Only 5 rooms left at this price on our site","€ 1,317","Central Station, RomeShow on map2.6 km from centre",https://www.booking.com/hotel/it/latinum.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=495&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706659989&all_sr_blocks=8798201_254604010_0_1_0&highlighted_blocks=8798201_254604010_0_1_0&matching_block_id=8798201_254604010_0_1_0&sr_pri_blocks=8798201_254604010_0_1_0__131715&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at Hotel Latinum! To save at this property, all you have to do issign in.The imposing arches of Porta Maggiore are amongst Rome's most intriguing views. Pedestrians, cyclists, cars and trams go through them incessantly. Enjoy such view from your room at Hotel Latinum.

Hotel Latinum is conveniently located close to Termini Railway Station, within walking distance of the historic centre and its marvels, and right by the lively San Lorenzo neighbourhood.

The hotel's interior is unique and fascinating, thanks to the interesting archaeological excavation that is visible though the hotel's glass floor.

The hotel has 12 rooms equipped with all modern comforts. Rooms are elegantly decorated in a modern style with wooden furniture. The rooms are located on 3 floors, and some have a balcony overlooking Piazza di Porta Maggiore.

After an active day in Rome, relax with a drink on the stunning terrace of Hotel Latinum."
496,RR Apartments San Giovanni,7.3,"Apartment with Terrace
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 50m²
2 beds (1 sofa bed, 1 large double)
Free cancellation
Only 1 left at this price on our site","€ 1,025","San Giovanni, RomeShow on map2.5 km from centreMetro access",https://www.booking.com/hotel/it/rr-san-giovanni.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=496&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706659989&all_sr_blocks=83567505_365571961_2_0_0&highlighted_blocks=83567505_365571961_2_0_0&matching_block_id=83567505_365571961_2_0_0&sr_pri_blocks=83567505_365571961_2_0_0__102524&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at RR Apartments San Giovanni! To save at this property, all you have to do issign in.Located in Rome’s district of San Giovanni, RR Apartments San Giovanni offers self-catering accommodation with free Wi-Fi access. Several shops and restaurants can be found in the immediate surroundings.

With a contemporary décor, all apartments come with a well-equipped kitchen and a seating area with a flat-screen TV. Some have cable channels and a washing machine.

Some apartments have a terrace fitted with a table and chairs. Here, guests can have their meals in warm months.

The Archbasilica of St. John Lateran is within a 5-minute walk of the RR Apartments. San Giovanni Metro Station is 500 metres away."
497,Ateneo Garden Palace,8.0,"Double Room
1 large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 6 rooms left at this price on our site","€ 1,516","San Lorenzo, RomeShow on map2.4 km from centre",https://www.booking.com/hotel/it/ateneo-garden-palace.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=497&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706659989&all_sr_blocks=23890901_347219094_0_1_0&highlighted_blocks=23890901_347219094_0_1_0&matching_block_id=23890901_347219094_0_1_0&sr_pri_blocks=23890901_347219094_0_1_0__151592&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at Ateneo Garden Palace! To save at this property, all you have to do issign in.Featuring a relaxing garden and courtyard, the 4-star Ateneo Garden Palace offers free WiFi throughout, a 24-hour bar, and air-conditioned accommodation. The property is just a 5-minute walk from Rome's Termini Train Station.

The elegantly furnished rooms include satellite TV, a minibar and a safe. Each has a private bathroom with a hairdryer and free toiletries.

Guests can enjoy a large buffet breakfast served daily in the Ateneo's bright breakfast hall.

Set in the buzzing neighbourhood of San Lorenzo, this hotel is just 400 metres from La Sapienza University. The Umberto I Hospital is a 10-minute walk away."
498,Rome Times Hotel,8.1,"Classic Double or Twin Room - Annex
Beds: 1 double or 2 singles
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site","€ 2,124","Rione Monti, RomeShow on map0.7 km from centreMetro access",https://www.booking.com/hotel/it/rome-times.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=498&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706659989&all_sr_blocks=49678805_138948356_2_2_0&highlighted_blocks=49678805_138948356_2_2_0&matching_block_id=49678805_138948356_2_2_0&sr_pri_blocks=49678805_138948356_2_2_0__212400&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at Rome Times Hotel! To save at this property, all you have to do issign in.Rome Times Hotel is set on the elegant Via Nazionale, a 10-minute walk from Trevi Fountain, the Spanish Steps and the Coliseum. All rooms come with a 42” HD satellite TV, air conditioning, and free internet. Repubblica Metro Station is 500 metres away.

The rooms and suites feature wooden floors, double soundproofed windows, and large beds with 26-cm-thick hypoallergenic mattresses and top-quality linens. The stylish bathrooms are equipped with a tub or large shower.

Each room offers handmade furniture designed specifically for the hotel and a bar cabinet with a kettle for teas and herbal teas. Some rooms are in the annex building.

The generous breakfast of Hotel Rome Times is a buffet including organic and local food, with gluten- and lactose-free products. Children will enjoy a dedicated breakfast. You can get a drink at the wine bar and enjoy on the rooftop garden overlooking the Eternal City"
499,Luxury Domus,9.4,"One-Bedroom Apartment - Penthouse
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 30m²
1 large double bed
Breakfast included
Free cancellation
Only 1 left at this price on our site","€ 1,610","Central Station, RomeShow on map2.2 km from centreMetro access",https://www.booking.com/hotel/it/luxury-domus.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=499&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706659989&all_sr_blocks=88500303_276538740_2_1_0&highlighted_blocks=88500303_276538740_2_1_0&matching_block_id=88500303_276538740_2_1_0&sr_pri_blocks=88500303_276538740_2_1_0__161000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at Luxury Domus! To save at this property, all you have to do issign in.Featuring shared hot tub and centrally located in Rome, Luxury Domus is less than a 5-minute walk from Manzoni Metro Station. It offers 2 self-catering accommodations, each with a welcome bottle of prosecco and free WiFi.

Apartments at Luxury Domus feature either a covered terrace or a garden. Each has a kitchenette with an oven and refrigerator. Equipped with a bath or shower, the private bathroom comes with a hairdryer and a bathrobe.

Rome's main bus and train station, Termini, is 2 metro stops away. The Colosseum is a 20-minute walk from the property."
500,Vatican Giulia,8.9,"Economy Double with Private Bathroom
1 large double bed
Free cancellation
Only 2 rooms left at this price on our site","€ 1,143","Vaticano Prati, RomeShow on map2.4 km from centre",https://www.booking.com/hotel/it/la-casa-di-giulia.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=500&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706659989&all_sr_blocks=143226904_376144730_2_0_0&highlighted_blocks=143226904_376144730_2_0_0&matching_block_id=143226904_376144730_2_0_0&sr_pri_blocks=143226904_376144730_2_0_0__114300&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at Vatican Giulia! To save at this property, all you have to do issign in.Offering city views, Vatican Giulia is an accommodation located in Rome, 1.6 km from Castel Sant'Angelo and less than 1 km from St Peter's Square. Among the facilities at this property are a lift and full-day security, along with free WiFi throughout the property. The property is 2.3 km from the city centre and less than 1 km from St. Peter's Basilica.

The bed and breakfast will provide guests with air-conditioned units with a desk, a coffee machine, a fridge, a safety deposit box, a flat-screen TV and a private bathroom with a bidet. At the bed and breakfast, all units are allergy-free and soundproof. At the bed and breakfast, all units are equipped with bed linen and towels.

Popular points of interest near the bed and breakfast include The Vatican, Vatican Museums and Ottaviano Metro Station. The nearest airport is Rome Ciampino, 18 km from Vatican Giulia, and the property offers a paid airport shuttle service."
501,Hotel Mariano,8.1,"Economy Double or Twin Room
1 large double bed
Only 2 rooms left at this price on our site",€ 769,"Central Station, RomeShow on map1.7 km from centreMetro access",https://www.booking.com/hotel/it/mariano-roma.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=501&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706659994&all_sr_blocks=8427626_207743514_0_0_0&highlighted_blocks=8427626_207743514_0_0_0&matching_block_id=8427626_207743514_0_0_0&sr_pri_blocks=8427626_207743514_0_0_0__76860&from=searchresults#hotelTmpl,"Hotel Mariano provides affordable, renovated accommodation right by Termini Train Station.

You will have great bus and Metro links around Rome city centre from Hotel Mariano. The Coliseum is 2 Metro stops or 20 minutes' walk away.

All of Hotel Mariano's rooms are clean and air conditioned, with satellite TV."
502,Villa Matissa Apartments,9.4,"Apartment - Ground Floor
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 39m²
2 beds (1 extra-large double, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site","€ 1,026","Trastevere, RomeShow on map1.8 km from centre",https://www.booking.com/hotel/it/villa-matissa-apartments.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=502&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706659994&all_sr_blocks=423292302_179437241_2_0_0&highlighted_blocks=423292302_179437241_2_0_0&matching_block_id=423292302_179437241_2_0_0&sr_pri_blocks=423292302_179437241_2_0_0__102600&from=searchresults#hotelTmpl,"Villa Matissa Apartments features accommodation within 1.9 km of the centre of Rome, with free WiFi, and a kitchen with a fridge, a stovetop and kitchenware. There is a private entrance at the apartment for the convenience of those who stay. The accommodation offers airport transfers, while a bicycle rental service is also available.

The apartment complex will provide guests with air-conditioned units with a desk, a coffee machine, an oven, a microwave, a safety deposit box, a flat-screen TV and a private bathroom with a bidet. There is a seating and a dining area in all units. At the apartment complex, units include bed linen and towels.

Guests can relax in the garden at the property.

Popular points of interest near the apartment include Campo de' Fiori, Piazza di Santa Maria in Trastevere and Roma Trastevere Train Station. The nearest airport is Rome Ciampino Airport, 16 km from Villa Matissa Apartments."
503,Popolo & Flaminio Rooms,8.9,"Deluxe Double Room
1 large double bed
Only 5 rooms left at this price on our site",€ 997,"Villa Borghese Parioli, RomeShow on map2 km from centreMetro access",https://www.booking.com/hotel/it/popolo-rooms-amp-suites.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=503&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706659994&all_sr_blocks=214201104_384980948_0_0_0&highlighted_blocks=214201104_384980948_0_0_0&matching_block_id=214201104_384980948_0_0_0&sr_pri_blocks=214201104_384980948_0_0_0__99747&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at Popolo & Flaminio Rooms! To save at this property, all you have to do issign in.Popolo & Flaminio Rooms offers accommodation in Rome.

Every room at this guest house is air conditioned and includes a Smart TV with free Netflix and internet access. You will also find a Nespresso coffee machine with coffee pods and an electric kettle, together with a selection of tea and biscuits. The private bathroom comes with a hairdryer. Free toiletries are offered upon arrival.

Piazza del Popolo is 200 metres from Popolo & Flaminio Rooms, while Spanish Steps are at 1 km from the property. The nearest airport is Rome Ciampino Airport, 16 km from Popolo & Flaminio Rooms."
504,A Casa di Lele,9.6,"Studio
Entire studio • 1 bathroom • 25m²
1 double bed
Free cancellation
Only 1 left at this price on our site",€ 558,"Tiburtino, RomeShow on map5.6 km from centre",https://www.booking.com/hotel/it/a-casa-di-lele-roma.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=504&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706659994&all_sr_blocks=1091049901_382161806_2_0_0&highlighted_blocks=1091049901_382161806_2_0_0&matching_block_id=1091049901_382161806_2_0_0&sr_pri_blocks=1091049901_382161806_2_0_0__55800&from=searchresults#hotelTmpl,"A Casa di Lele is located in the Tiburtino district of Rome, 3.4 km from Tiburtina Metro Station, 1.9 km from Roma Tiburtina Train Station and 3.5 km from Bologna Metro Station. The property is set 4.1 km from Sapienza University of Rome, 5.1 km from Rome Termini Train Station and 5.1 km from Rome Termini Metro Station. Free WiFi is available throughout the property and Rebibbia Metro Station is 3.3 km away.

Opening onto a balcony, the air-conditioned apartment consists of a fully equipped kitchenette and a flat-screen TV. The accommodation is non-smoking.

Porta Maggiore is 5.4 km from the apartment, while Vittorio Emanuele Metro Station is 5.7 km away. The nearest airport is Rome Ciampino Airport, 21 km from A Casa di Lele."
505,Casa Mario,8.8,"One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 60m²
2 beds (1 sofa bed, 1 large double)
Free cancellation
Only 1 left at this price on our site",€ 669,RomeShow on map3.6 km from centreMetro access,https://www.booking.com/hotel/it/casa-mario-roma.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=505&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706659994&all_sr_blocks=987203101_371091483_2_0_0&highlighted_blocks=987203101_371091483_2_0_0&matching_block_id=987203101_371091483_2_0_0&sr_pri_blocks=987203101_371091483_2_0_0__66870&from=searchresults#hotelTmpl,"Set in Rome, 1.5 km from San Giovanni Metro Station and 1.4 km from Ponte Lungo Metro Station, Casa Mario offers air conditioning. The property is around 2 km from Vittorio Emanuele Metro Station, 2.6 km from Sapienza University of Rome and 3.1 km from Santa Maria Maggiore. Free WiFi is available throughout the property and Porta Maggiore is less than 1 km away.

Offering a patio and garden views, the apartment includes 1 bedroom, a living room, flat-screen TV, an equipped kitchen, and 1 bathroom with a bidet and a shower. The accommodation is non-smoking.

Rome Termini Train Station is 3.3 km from the apartment, while Rome Termini Metro Station is 3.5 km from the property. The nearest airport is Rome Ciampino Airport, 12 km from Casa Mario."
506,Bed and Breakfast Zoe,8.9,"Deluxe Double Room
1 extra-large double bed
Free cancellation
Only 2 rooms left at this price on our site","€ 1,372","Trastevere, RomeShow on map1.4 km from centre",https://www.booking.com/hotel/it/bed-and-breakfast-zoe.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=506&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706659994&all_sr_blocks=47291903_336282514_2_0_0&highlighted_blocks=47291903_336282514_2_0_0&matching_block_id=47291903_336282514_2_0_0&sr_pri_blocks=47291903_336282514_2_0_0__137200&from=searchresults#hotelTmpl,"Surrounded by popular restaurants and cafés in Rome's characteristic Trastevere district, family-run B&B Zoe offers colourful rooms with air conditioning. Free Wi-Fi is provided in all rooms.

Each room has different décor and colour schemes. They overlook the garden and all but one has a balcony.

The apartment is a Bed & Breakfast, located on the second floor of a building, thus it is not comparable to a hotel but to a private entity, equipped with a kitchen for private use of the owner where by law guests cannot cook or use the stove. There are three bedrooms for each couple of guests so those who book must know that they are not alone in the apartment but there will also be others since those who book are doing so in regard to a bedroom with bathroom and not the entire apartment.

Bed and Breakfast Zoe has excellent tram and bus links across the Tiber River to Rome’s historical centre. It is just 5 minutes’ walk from the beautiful church of Santa Maria in Trastevere."
507,Serventi Longhi Rooms,9.1,"Double Room with Private Bathroom
1 large double bed
Free cancellation
Only 3 rooms left at this price on our site","€ 1,078","San Giovanni, RomeShow on map2.6 km from centreMetro access",https://www.booking.com/hotel/it/serventi-longhi-rooms.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=507&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706659994&all_sr_blocks=147808303_369264509_2_0_0&highlighted_blocks=147808303_369264509_2_0_0&matching_block_id=147808303_369264509_2_0_0&sr_pri_blocks=147808303_369264509_2_0_0__107760&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at Serventi Longhi Rooms! To save at this property, all you have to do issign in.Featuring free WiFi throughout the property, Serventi Longhi Rooms offers pet-friendly accommodation in Rome.

All rooms are equipped with a flat-screen TV. You will find a kettle in the room. Each room is fitted with a private bathroom. For your comfort, you will find bathrobes, free toiletries and a hairdryer.

Porta Maggiore is 800 metres from Serventi Longhi Rooms, while Domus Aurea is 1.2 km from the property. Property is 10 m from San Giovanni metro station (A line) and the nearest airport is Rome Ciampino Airport, 12 km from the property."
508,Belli 36 Rooms,9.2,"Superior Double Room
1 large double bed
Free cancellation
Only 1 room left at this price on our site","€ 1,600","Vaticano Prati, RomeShow on map1.6 km from centre",https://www.booking.com/hotel/it/belli-36.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=508&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706659994&all_sr_blocks=160886101_369605154_0_2_0&highlighted_blocks=160886101_369605154_0_2_0&matching_block_id=160886101_369605154_0_2_0&sr_pri_blocks=160886101_369605154_0_2_0__159960&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at Belli 36 Rooms! To save at this property, all you have to do issign in.Belli 36 offers air-conditioned accommodation centrally located in Rome. Free WiFi is available throughout the property.

Every room comes with a LED TV with satellite channels. All rooms feature soundproofing, a private bathroom with a power shower. For your comfort, you will find free toiletries and a hair dryer.

Every morning, you can start the day with Nespresso or instant coffee or tea, together with croissants and homemade cakes or savoury items.

Piazza del Popolo is 500 metres from Belli 36, while Castel Sant'Angelo is 700 metres away. Ciampino and Fiumicino Airport are both a 35-minute drive from Belli 36."
