,hotel_name,price_week_before
579,Port VII Apt centrico acogedor w balcon 23,"€ 1,204"
580,The Hotel 592 - Adults Only,"€ 1,031"
581,Habitaciones luminosas,€ 530
582,El Alma de las Ramblas,"€ 1,608"
583,Praktik Èssens,"€ 1,646"
584,Hotel Casa Gardenia,€ 964
585,Mr Born,"€ 1,026"
586,Rosello 2,€ 890
587,ClassBedroom Barcelona Beach Apartments,"€ 1,215"
588,ibis Styles Barcelona Centre,"€ 1,118"
589,Apartaments Marina - Abapart,"€ 1,449"
590,Valencia 3,€ 890
591,By Born Rooms,€ 624
592,017 New of love 3 1,"€ 1,086"
593,Aparthotel Silver,"€ 1,011"
594,Rosello 3,€ 906
595,NEW! Amazing 2 bedroom apartment in Rambla del Poblenou,"€ 1,229"
596,"Habitación Doble, una o dos camas. Baño Privado.","€ 1,812"
597,SANTS STATION PENTHOUSE,"€ 1,215"
598,Rooms in Gothic,€ 620
599,Trip Barcelona Spain,"€ 1,261"
600,Fabrizzio's Petit,"€ 1,171"
601,Fabrizzio's Petit,"€ 1,171"
602,The One Barcelona GL,"€ 2,505"
603,Coronado,€ 790
604,Pensión Teruel,€ 550
605,Private Room Gothic Quarter,€ 650
606,Cozy Apartment Les Corts,"€ 1,501"
607,Au Jardin d'Armand,€ 840
608,Barcelona4Seasons - Miro,"€ 1,156"
609,MH Apartments S. Familia,"€ 1,560"
610,Beautiful y Luxury Apartment centrallylocated,"€ 1,456"
611,Hotel Lyon,"€ 1,071"
612,Yurbban Passage Hotel & Spa,"€ 2,399"
613,Bird House,€ 743
614,Suite Miro Eixample Barcelona,"€ 1,279"
615,Valencia 2,"€ 1,026"
616,Suites4days Provenza Apartment,"€ 1,627"
617,Ático cerca Playa y centro a 10 min.,"€ 1,086"
618,Mambo Tango,€ 907
619,Apartments Barcelona & Home Deco Viladomat,"€ 1,618"
620,Yurbban Trafalgar Hotel,"€ 2,009"
621,Sagrada Familia,"€ 1,380"
622,Hostal Felipe 2,€ 665
623,Terracotta terrace,"€ 1,351"
624,HOSTAL BEDMATES,€ 912
625,Casa Vaganto,"€ 1,517"
626,Oasis Sagrada Familia,"€ 1,416"
627,VIU BARCELONA BERTRAN,"€ 1,002"
628,Hostal Argo,€ 865
629,Wow Hostel Barcelona,€ 523
630,Barcelona4Seasons II,"€ 1,379"
631,Hotel Alguer Camp Nou,€ 826
632,The Vintage Rentals,"€ 1,310"
633,TWO Hotel Barcelona by Axel 4* Sup- Adults Only,"€ 1,261"
634,Cozy Flat,"€ 1,203"
635,LEPANTO APARTMENTS 150m FROM SAGRADA FAMILIA,"€ 1,363"
636,Lovely loft near Barcelona center,"€ 1,826"
637,The Loft Hostel,"€ 1,226"
638,"Lovely wooden boat in Port forum, with AC and two bikes.",€ 740
639,MH Apartments Liceo,"€ 1,690"
640,La Maison de Barcelone,"€ 1,708"
641,Residència Erasmus Gracia,€ 955
642,Stylish Apartment with Terrace for Couple or Family,"€ 1,451"
643,Elegantniy Poble Sec,"€ 1,294"
644,Yurbban Ramblas Boutique Hotel,"€ 2,052"
645,Duquesa Suites Barcelona,"€ 1,979"
646,Eixample 7,"€ 1,692"
647,Beautiful & quiet 2BR flat with terrace,"€ 1,466"
648,Kabul Party Hostel Barcelona,€ 695
649,La Casa Gran B&B,"€ 1,189"
650,Barcelona4Seasons - Muntaner,"€ 1,344"
651,Hostal Santa Ana,€ 698
652,GuestReady - Sant Adrià de Besòs Hideaway,"€ 2,107"
653,Brummell Apartments Gracia,"€ 1,734"
654,Eixample private rooms,€ 624
655,Hostal MiMi Las Ramblas,"€ 1,070"
656,Petit Palace Museum,"€ 1,780"
657,Liceu Apartments by gaiarooms,"€ 1,649"
658,Duquesa de Cardona 4* Sup,"€ 2,054"
659,Hostal Martinval,€ 849
660,Apartment Poblenou by Interhome,"€ 1,306"
661,Ideal Youth Hostel,€ 582
662,Barcelona4Seasons - Sagrada Familia,"€ 1,710"
663,Best House Best Place,"€ 1,856"
664,Apartment Barcelona Centric Apartment by Interhome,"€ 1,283"
665,Consell Cent apartment I 3 dormitorios Eixample,"€ 1,281"
666,Hotel Well and Come,"€ 1,903"
667,Quiet apartment! Sagrada Familia!,"€ 1,386"
668,Hostal Mont Thabor,€ 650
669,Duplex Sagrada Familia 2,"€ 1,867"
670,Hostal Hera,€ 898
671,Eixample1,"€ 1,848"
672,Alguera Apartments Napols,"€ 1,540"
673,Apartment Centro- Passeig de Gracia - Casa Batllo by Interhome,"€ 1,748"
674,Arya Stadium Hotel,"€ 1,166"
675,Hostal LIWI,"€ 1,121"
676,Habitación doble en Eixample,€ 580
677,Acogedor velero en el Forum,€ 950
678,MH Apartments Ramblas,"€ 1,840"
679,Hotel Abbot,€ 955
680,Port I Espectacular apartament con terraza,"€ 1,442"
681,H10 Art Gallery 4* Sup,"€ 2,099"
682,Hotel Paxton Barcelona,"€ 2,376"
683,Sagrada Familia Attic - Terrace Bcn Views,"€ 1,429"
684,Loft Miro Apart Barcelona,"€ 1,867"
685,ChicStays Apartment Vila Olímpica,"€ 1,871"
686,Boutique Pare Lainez- 2 BR Sagrada Famlia with balcony,"€ 1,890"
687,Torre de Gracia Barcelona,"€ 1,801"
688,Bedcelona Hostel,€ 356
689,Stylish 80´s Fishing Boat,"€ 1,010"
690,BruStar Gotic-Centric,€ 908
691,Apartamento soleado en Barcelona city,€ 960
692,Apartment Sants-Montjuic Rambla Badal by Interhome,"€ 1,429"
693,Lodging Apartments Barceloneta Beach Studio 12,"€ 1,640"
694,Gracia8,"€ 1,771"
695,MH Apartments Tetuan,"€ 2,058"
696,Unbeatable views and great location,"€ 1,405"
697,Crysoyle Apartment Barcelona Next to Camp Nou,€ 957
698,Port VIII Apart céntrico en Paralelo cerca Ramblas,"€ 1,415"
699,C211 Barcelona Apartments,"€ 1,793"
700,Penthouse with terrace in Rambla Catalunya -Centre,"€ 1,990"
701,Port V Apart centrico con estilo 21,"€ 1,519"
702,Apartment Camp Nou- Travessera de les Corts by Interhome,"€ 1,289"
703,Fantastic apartment near Plaça Francesc Macia in L'Eixample Esquerra,"€ 1,603"
704,homeinnbcn,"€ 1,364"
705,BCN Urbaness Hotels Bonavista,"€ 1,572"
706,Anais Apartments by gaiarooms,"€ 1,869"
707,Apartment Gracia- Providencia by Interhome,"€ 1,387"
708,Brummell Apartments Montjuic,"€ 2,104"
709,Diagonal 1,"€ 1,266"
710,Barrio Gotico Apartments Escudellers,"€ 2,640"
711,Eixample12,"€ 1,869"
712,Sagrada Familia Gaudi,"€ 1,867"
713,Flat Vila Olimpica Pere IV/Apartment,"€ 1,368"
714,Eixample 24,"€ 2,168"
715,Apartment Eixample Esquerre Arago Rocafort by Interhome,"€ 1,156"
716,Apartment Sants-Les Corts Galileu by Interhome,"€ 1,581"
717,By La Boqueria Rooms,€ 669
718,Centrally Apartment in the Heart of Raval,"€ 1,370"
719,Flat Eixample Napoles/Apartment,"€ 1,817"
720,Alguera Apartments Industria,"€ 1,680"
721,Casa Mathilda,"€ 1,225"
722,apartment luxe MMR,"€ 2,106"
723,Sants Montjuic Olympic View,"€ 1,351"
724,Brummell Apartments Eixample Izquierda/Valeris,"€ 1,921"
725,Heart of Barcelona Rooms,€ 657
726,The Floating Home,"€ 1,098"
727,Modern Apartment,"€ 1,470"
728,H10 Casa Mimosa 4* Sup,"€ 3,215"
729,Sagrada familia apartment,"€ 1,867"
730,Apartment Carrer de Joan,"€ 1,562"
731,NEW! Apartment in Sarria near Metro,"€ 1,064"
732,Enjoybcn Gaudi Apartments,"€ 2,245"
733,2 bedroom with balcony in Eixample 3-2,"€ 1,841"
734,Mercer Hotel Barcelona,"€ 3,603"
735,By Paseo de Gracia Rooms,€ 648
736,Sagrada Familia - Sant Pau apartment,"€ 1,771"
737,Lodging Apartments Villa de Gracia 2 bedroom cozy apartment,"€ 1,651"
738,Modern apartment close to the Camp Nou Stadium,"€ 1,642"
739,Sweet Inn - Avenida Roma,"€ 2,001"
740,Sant Pau Ramblas Apartments Serennia,"€ 2,291"
741,Hotel SB Diagonal Zero 4 Sup,"€ 1,283"
742,Aticco Living Gràcia - Apartments Rooftop,"€ 2,188"
743,Enjoybcn Dali Apartments,"€ 2,961"
744,My Space Barcelona Pool City Center,"€ 1,738"
745,Room con baño privado sagrada familia,"€ 1,238"
746,Jie Apartment,"€ 1,970"
747,Sunny Rooftop Apartment,"€ 1,579"
748,Eixample 6,"€ 1,836"
749,Teatro Miro Apartment,"€ 1,579"
750,Ronda Sant Pere - Private City Center 1-Bedroom Suite,"€ 2,045"
751,HA Diputació terrace apartment,"€ 2,221"
752,Parc Güell 2 1,"€ 1,442"
753,Lets Holidays Apartment Sea Views in Barcelona,"€ 2,556"
754,Apartamento en Barcelona para familias y parejas,€ 995
755,Rooms By BCN Cathedral,€ 615
756,2 bedroom Duplex apartment with balcony 4-3,"€ 2,030"
757,Duplex Berlin 87,"€ 1,566"
758,Vale Beach,"€ 1,696"
759,Luxury y Elegant Apartment in the centre,"€ 1,852"
760,Sweet home,"€ 1,396"
761,Sicilia Sagrada Familia,"€ 1,963"
762,Design 1 Bedroom Apartment near Plaza España,"€ 1,635"
763,Apartamento central y grande en Barcelona,"€ 1,453"
764,Sant Antoni 3 - Downtown Barcelona & Modern,"€ 1,460"
765,Poblesec 2,"€ 1,613"
766,Beautiful and comfy boat in Barcelona,"€ 1,236"
767,Poble Nou I You Stylish Apartments,"€ 2,389"
768,Enjoybcn Patio de Gracia,"€ 2,450"
769,Enjoybcn Coliseum Apartments,"€ 2,590"
770,By Port Vell Rooms,€ 590
771,Cozy yacht lodge in Barcelona with boat tour option,"€ 1,243"
772,GuestReady - Charming simplicity near Casa Milà,"€ 1,411"
773,Eixample8,"€ 2,119"
774,My Space Barcelona Executive Apartments Center,"€ 1,811"
775,Lodging Lepant 3 bedroom apartment 300 meters de Sagrada Familia,"€ 2,348"
776,My Space Barcelona Brand New Apartments in City Center,"€ 1,638"
777,Sant Antoni 1 - Downtown Barcelona & Modern,"€ 1,456"
778,Eixample15,"€ 1,757"
779,Be barcelona arco del triunfo sunny colors,"€ 1,901"
780,Alma Azul Consell de Cent,"€ 2,036"
781,2 bedroom with balcony in Eixample 1-1,"€ 1,979"
782,BizFlats Garden House,"€ 1,966"
783,Modern and bright apartment in Eixample 1-3,"€ 1,695"
784,Bed&BCN Diagonal 5,"€ 1,866"
785,Bed&BCN Diagonal 6,"€ 1,866"
786,Beautiful 70s vintage yacht boat in Barcelona,"€ 1,010"
787,Enjoybcn Plaza Catalunya Apt.,"€ 2,830"
788,Lets Holidays Centric Apartment in Barcelona,"€ 2,210"
789,ClassBedroom Port Ramblas,"€ 2,682"
790,Lodging Corsega - Apartment 3 bedrooms next to Sagrada Familia,"€ 2,283"
791,Attic Bcn Central Terrace,"€ 1,544"
792,Apartamentos Laforja,€ 968
793,My Space Barcelona Charming Apartment in the Heart of Gracia,"€ 2,206"
794,Céntrico apartamento,"€ 1,290"
795,Montjuic1,"€ 1,834"
796,Modern and bright apartment in Eixample 5-2,"€ 1,993"
797,Apartment Barcelona Rentals - Sarria Apartments Near Center,"€ 1,840"
798,Modern and bright apartment in Eixample 3-1,"€ 1,944"
799,Habitat Apartments Ribes,"€ 2,511"
800,Fantastic 2 Bedroom 5 minutes by car from Plaza Catalunya,"€ 2,267"
801,Navas 2,"€ 1,747"
802,L'alzina Apartment,"€ 2,226"
803,Cool&colorful Centric Apartment,"€ 2,205"
804,You Stylish Boutique Apartments,"€ 2,996"
805,Lodging Sant Pau Views- Suite with View on Hospital Sant Pau,"€ 2,171"
806,Bed & Art Barcelona,€ 908
807,BARCELONA CENTRO SAGRADA FAMILIA,"€ 2,136"
808,RECENTLY RENOVATED 2 BEDROOM APARTMENT IN EIXAMPLE,"€ 2,234"
809,Barcelona Central Park II,"€ 1,911"
810,Flat Plaza de España BCN,"€ 2,346"
811,ELLA Guest House Barcelona,€ 966
812,Autèntic Barcelona Monumental,"€ 2,249"
813,Hotel Lugano Barcelona,"€ 1,124"
814,Mercat Sant Antoni 4,"€ 3,011"
815,LetsGo Sagrada Familia Penthouse,"€ 2,423"
816,Lets Holidays Terrace Barcelona,"€ 2,302"
817,Autèntic Arc de Triomf Apartment,"€ 2,609"
818,Lodging Apartments Barceloneta Beach Studio 42,"€ 1,640"
819,Rufus Port Forum,€ 684
820,Ella Hostel Ramblas,€ 996
821,Tres Torres Atiram Hotels,"€ 1,019"
822,Suites4days Gaudi Eixample,"€ 1,989"
823,Almodovar Apartment Barcelona,"€ 1,645"
824,Centric 2 Bedroom Apartment with a Private Lovely Terrace,"€ 1,607"
825,Paseo de Gracia Design,"€ 2,543"
826,Apartment Barcelona Rentals - Penthouse with Terrace,"€ 1,575"
827,Barcelona Eixample,"€ 2,825"
828,Enjoybcn Miro Apartments,"€ 4,085"
829,Modern and bright apartment in Eixample 1-2,"€ 2,142"
830,Apartment Barcelona Rentals - Gracia Pool Apartments Center,"€ 2,391"
831,Paseo San Juan Barcelona,"€ 2,103"
832,My Space Barcelona Park Güell Apartments,"€ 1,599"
833,"Piso Zona Plaza España, junto a Montjuic,","€ 2,526"
834,elPilar Sant Antoni,"€ 1,688"
835,Lodging Apartments Barceloneta Beach Studio 32,"€ 1,794"
836,Sarria Attic,"€ 2,207"
837,Suites Barcelona Park Güell,"€ 1,755"
838,Marion House Barcelona,"€ 3,086"
839,Amazing 3 Bedroom Apartment with Terrace in Poble-sec,"€ 2,309"
840,YACHT 20Metros,"€ 2,450"
841,Consell Cent Apartment II 3 domitorios Eixample,"€ 1,850"
842,Sants Estacio - Modern and comfy 4BD for 8 guests,"€ 3,121"
843,La Pedrera,"€ 2,466"
844,Cozy Studio with Amazing Terrace near Plaza España,"€ 1,592"
845,Ronda Sant Pere Private City Center 3Bedroom Suite C,"€ 2,783"
846,Lodging Apartments Monumumental FREE PARKING,"€ 2,410"
847,Enjoy Apartments Calabria,"€ 3,301"
848,Sants Estación ático apartamento en Eixample,"€ 1,947"
849,Autèntic Eixample Barcelona,"€ 2,609"
850,Lets holidays apartment in Sant Martí,"€ 1,804"
851,Apartment Barcelona Rentals - Swimming Pool with Terrace,"€ 1,905"
852,Bright and Spacious 3 Bedroom Close to the Beach,"€ 1,925"
853,Murillo 18,"€ 1,885"
854,Modern and bright apartment in Eixample 2-2,"€ 1,993"
855,Be barcelona arco del triunfo sunny colors III,"€ 1,891"
856,Apartment Pg Gracia - Valencia by Interhome,"€ 2,055"
857,Gracia 1872,"€ 3,650"
858,Coqueto alojamiento cercano a la Sagrada Familia,"€ 2,515"
859,MR BORN,"€ 2,106"
860,AB Poble Sec Apartment,"€ 2,899"
861,Lodging Apartments Paseo de Gracia,"€ 2,020"
862,Port VI Apart céntrico ideal familias 22,"€ 2,028"
863,Bed&BCN Diagonal 4,"€ 1,866"
864,Key Sagrada Familia / MARINA 223,"€ 2,624"
865,Apartamento Sagrada Familia Castillejos,"€ 3,193"
866,My Space Barcelona Guell Terrace Center,"€ 1,599"
867,Apartment Barcelona Rentals - Pool Terrace in City Center,"€ 2,602"
868,Port IV Apart céntrico ideal grupos 12,"€ 2,076"
869,Lodging Apartments Barceloneta Beach Studio 31,"€ 1,853"
870,My Space Barcelona Penthouse Terrace,"€ 1,930"
871,Glam Penthouse Barcelona,"€ 3,313"
872,Port III Apart céntrico ideal familias 11,"€ 2,124"
873,Yach boat Experience,"€ 1,778"
874,Born Rooms - St Caterina,€ 734
875,Enjoybcn Fira Apartment,"€ 3,018"
876,Cozy place next to Park Güell,"€ 1,856"
877,BELLAFILA GOTHIC,"€ 2,973"
878,Modern apartment near Pl. España,"€ 2,850"
879,Mercat Sant Antoni 1,"€ 2,981"
880,Be Barcelona Eixample Arco del Triunfo,"€ 2,429"
881,Bright and cozy flat in the heart of the city,"€ 2,992"
882,Luxury MR Born,"€ 2,166"
883,My Space Barcelona Rambla Catalunya Center,"€ 2,836"
884,Beautiful 4bd 4ba apartment in Eixample District,"€ 4,011"
885,2 bedroom with balcony in Eixample 4-2,"€ 1,894"
886,Next to Sagrada Familia 4-bedroom Apartment,"€ 2,917"
887,My Space Barcelona Pool Garden Apartments,"€ 1,930"
888,Enjoy Apartments Gran Via,"€ 2,925"
889,White penthouse,"€ 1,645"
890,My Space Barcelona Gracia Pool Terrace,"€ 2,422"
891,Enjoy Apartments Sagrada Familia V,"€ 2,378"
892,GuestReady - Bright home near Montjuïc,"€ 1,632"
893,By Rambla de Catalunya Rooms,€ 644
894,Perfectly located 4bed 4bath apartment in Barcelona 1 2,"€ 3,908"
895,Breathtaking Penthouse in Eixample,"€ 2,036"
896,Hostourist@Bcn Apartamento Monumental,"€ 2,499"
897,Bright and modern 2bedroom in Las Ramblas 2 1A,"€ 2,695"
898,Sunny 3BD apartment in Poblenou next to the beach,"€ 2,408"
899,Ronda Sant Pere,"€ 3,571"
900,SMLuxuryHouse,"€ 2,466"
901,GuestReady - Paris Street in Barcelona Heart,"€ 2,097"
902,Eixample13,"€ 2,499"
903,Paseo de Gracia Modern and cozy 3BD - 2BTh,"€ 3,328"
904,Bright and modern Duplex with terrace in Eixample district P1,"€ 2,112"
905,My Space Barcelona Private Pool Garden,"€ 2,799"
906,Eixample10,"€ 2,786"
907,Delightfull with terraze 3beds,"€ 2,460"
908,Luminous 2 Bedroom next to Sagrada Familia,"€ 2,180"
909,Apartment Barcelona Rentals - Rambla de Catalunya Center,"€ 2,797"
910,City View Penthouse - 2 Bedroom Suite,"€ 2,053"
911,3BD with private terrace right by Sagrada Familia,"€ 3,068"
912,Spacious & Comfortable flat in centric Eixample,"€ 2,991"
913,Modern and bright apartment in Eixample 2-1,"€ 2,002"
914,Central and Elegant 4 Bedroom by Placa Catalunya,"€ 3,887"
915,Sagrada Familia- Fantastic Bold Catalan 3 Bedroom Balcony,"€ 2,447"
916,Letsgo Camp Nou Apartment,"€ 2,446"
917,Ronda Sant Pere Private City Center 3Bedroom Suite B,"€ 2,783"
918,Ondina Suites Sagrada Familia,"€ 2,249"
919,Exquisite and Modern Paradise w Private Terrace and City Center,"€ 3,641"
920,Comfortable 3BD in Poblenou next to the beach!,"€ 2,266"
921,Elegant 3-bedroom Apartment in the Heart of BCN,"€ 3,652"
922,Hostourist@Bcn Rosalia Sagrada Familia,"€ 2,532"
923,Sagrada Familia Butterfly,"€ 2,712"
924,Poble Nou II You Stylish Apartments,"€ 4,265"
925,Private terrace Attico 3BD in Gran de Gracia,"€ 3,228"
926,4bedroom apart with balcony in Las Ramblas 1 1,"€ 4,139"
927,MR Peblenou,"€ 2,466"
928,Nova Mar Bella Apartment,"€ 2,390"
929,Green House Hotel,"€ 1,090"
930,Enjoy Apartments Sagrada Familia IV,"€ 3,245"
931,Apartment close to Diagonal Beach,"€ 2,551"
932,Bright and modern Duplex with terrace in Eixample district P2,"€ 2,167"
933,Bright and modern 3BD in Eixample,"€ 3,361"
934,Enjoy Apartments Sagrada Familia III,"€ 3,307"
935,Hostourist@Bcn Centric Eixample,"€ 3,258"
936,Luxury Duplex Apartment in the Heart of Barcelona,"€ 5,053"
937,@Hostourist-Bcn Apartamento Fira Plaza España,"€ 3,192"
938,Fira Guest House,€ 640
939,My Space Barcelona - Newly renovated apartment in Gràcia for families and executives,"€ 2,327"
940,Apartment Barcelona Rentals - Private Pool and Garden Center,"€ 2,761"
941,Modern and bright apartment in Eixample 5-1,"€ 2,111"
942,Two bedroom Two bathroom apartment Close to Beach,"€ 5,537"
943,Barcelona - Eixample 2B,"€ 3,726"
944,Plaça Catalunya Luxurious 2bedroom with balcony,"€ 2,985"
945,Las Ramblas BCN EXCELLENT LOCATION 8 pax,"€ 3,359"
946,Luxury 4-bedrooms in Rambla de Catalunya,"€ 6,432"
947,Centric 2bedroom in Las Ramblas 3 1A,"€ 2,452"
948,Bright 4BD with terrace near Arc de Triomf,"€ 3,336"
949,Stylish and comfortable apartment,"€ 2,988"
950,Historic Catalan 4BD apartment in Gran Vía,"€ 4,253"
951,Atic Barcelona,"€ 3,542"
952,Exclusive Luxe Design - Large Tranquil Penthouse,"€ 5,738"
953,Bellafila Gothic Terrace,"€ 5,242"
954,Private terrace at Sagrada Familia,"€ 3,385"
955,Plaza Urquinaona Central and comfortable 3BD,"€ 3,219"
956,Eixample next to Paseo de Gracia modern 3BD,"€ 2,882"
957,Canela Homes BARCELONA CASP,"€ 2,373"
958,Gopal-Comfortable Cozy Apartment for Groups in Gracia,"€ 2,596"
959,Barrio Gotico Apartments Ferran,"€ 4,500"
960,Modern stylish 3 bedroom Arco de Triunfo,"€ 2,721"
961,Hostourist@Bcn Fira Hostafrancs,"€ 2,496"
962,Bright and modern 4bedroom with terrace in Las Ramblas P2,"€ 4,289"
963,Poblenou renovated 3BD next to the beach,"€ 2,511"
964,Plaça Catalunya Incredible 3bedroom Duplex with Balcony,"€ 4,374"
965,Stylish and centric 2-bedroom apartment in Eixample &Terrace P2,"€ 3,176"
966,Comfortable 3-bedroom next to Sagrada Familia,"€ 2,785"
967,Livingstone,"€ 2,327"
968,Enjoy Apartments Royale,"€ 3,702"
969,Amazing 5 bedrooms 5 bathrooms by Plaza Catalunya,"€ 7,309"
970,Lets Holidays Apartment Barcelona near beach,"€ 2,302"
971,Luxurious apartment for 9 people recently renovated in the center of Barcelona,"€ 16,953"
972,Enjoy Apartments Sagrada Familia II,"€ 3,467"
973,Modern and bright 4BD triplex in Paralel!,"€ 5,169"
974,Casa Batlló - Luxury Historic 4BD 4BTH for 9 guests,"€ 7,110"
975,Hidden garden Central and quiet rest,"€ 1,691"
976,RAMBLAS! DREAMING PENT WITH TERRACE 6pax,"€ 3,245"
977,3-bedroom penthouse with terrace in Eixample,"€ 3,727"
978,Enjoy Apartments Sagrada Familia I,"€ 3,154"
979,3BD in Poblenou next to the beach,"€ 2,511"
980,Recently renovated 3 bedrooms in Poble Sec,"€ 3,298"
981,Izaila Plaza Catalunya,"€ 1,402"
982,Stay U-nique Apartments Taulat,"€ 4,565"
983,Barcelona - Sagrada Familia,"€ 3,726"
984,Pl Universitat Bright and cozy 2BD - 2BTH,"€ 2,581"
985,Barcelona - Eixample PB,"€ 3,726"
986,Bright and modern 3bedroom in Las Ramblas 3 1B,"€ 3,083"
987,Comfortable and huge 4BD - 2BTH Rambla Catalunya,"€ 3,744"
988,Hostal Elkano,€ 609
989,Barcelona - Eixample 1A,"€ 3,726"
990,3bedroom Duplex with balcony in plaza Cataluña,"€ 3,676"
991,Comfy 4BD-2BTH with terrace in Plaza España,"€ 3,200"
992,Cathedral Barcelona Rooms,€ 770
993,MotorYacht 21 avec équipage,"€ 5,936"
994,Centric 3bedroom in Las Ramblas 2 1B,"€ 3,155"
995,Magnificent and Massive 5 Bedroom Family Apartment and Terrace,"€ 5,208"
996,4bedroom apartment with a balcony in Las Ramblas 1 2,"€ 4,292"
997,Can Caldeta - Naturaleza y privacidad en el Montseny,"€ 2,006"
998,Perfectly located 4bed 4bath apartment in Barcelona 3 1,"€ 4,347"
999,eg21- MODERNIST AND ELEGANT APARTMENT IN BCN CITY CENTER,"€ 4,246"
1000,Perfectly located 4-bed 4-bath apartment in Barcelona 2-1,"€ 3,917"
1001,RAMBLAS! DREAMING PENT WITH TERRACE 6pax,"€ 3,245"
1002,3-bedroom penthouse with terrace in Eixample,"€ 3,727"
1003,Enjoy Apartments Sagrada Familia I,"€ 3,154"
1004,3BD in Poblenou next to the beach,"€ 2,511"
1005,Recently renovated 3 bedrooms in Poble Sec,"€ 3,298"
1006,Izaila Plaza Catalunya,"€ 1,402"
1007,Stay U-nique Apartments Taulat,"€ 4,565"
1008,Barcelona - Sagrada Familia,"€ 3,726"
1009,Pl Universitat Bright and cozy 2BD - 2BTH,"€ 2,581"
1010,Barcelona - Eixample PB,"€ 3,726"
1011,Bright and modern 3bedroom in Las Ramblas 3 1B,"€ 3,083"
1012,Comfortable and huge 4BD - 2BTH Rambla Catalunya,"€ 3,744"
1013,Hostal Elkano,€ 609
1014,Barcelona - Eixample 1A,"€ 3,726"
1015,3bedroom Duplex with balcony in plaza Cataluña,"€ 3,676"
1016,Comfy 4BD-2BTH with terrace in Plaza España,"€ 3,200"
1017,Cathedral Barcelona Rooms,€ 770
1018,MotorYacht 21 avec équipage,"€ 5,936"
1019,Centric 3bedroom in Las Ramblas 2 1B,"€ 3,155"
1020,Magnificent and Massive 5 Bedroom Family Apartment and Terrace,"€ 5,208"
1021,4bedroom apartment with a balcony in Las Ramblas 1 2,"€ 4,292"
1022,Can Caldeta - Naturaleza y privacidad en el Montseny,"€ 2,006"
1023,Perfectly located 4bed 4bath apartment in Barcelona 3 1,"€ 4,347"
1024,eg21- MODERNIST AND ELEGANT APARTMENT IN BCN CITY CENTER,"€ 4,246"
1025,Perfectly located 4-bed 4-bath apartment in Barcelona 2-1,"€ 3,917"
